id_evento,data_evento,hora_evento,bairro,municipio,uf,latitude,longitude,tipo_evento,intensidade_evento,precipitacao_mm,duracao_horas,velocidade_vento_kmh,temperatura_celsius,umidade_relativa,nivel_mare_cm,area_afetada_m2,residencias_afetadas,populacao_afetada,nivel_alerta,tempo_resposta_horas,orgao_responsavel,status_atendimento,descricao_ocorrencia,custo_estimado_reais,Fluxo_agua_m2_seg,Total_acumulad0_L,Altura_cm
0092,2025-08-08,09:52,Aparecida,Praia Grande,SP,-23.920414,-46.311503,alagamento,severa,15.2,4.87,70.5,23.6,72,35.8,4811,140,438,alto,7.36,Prefeitura,concluído,Id enim optio a aspernatur explicabo nisi deserunt amet nisi quos harum.,125668.25,18,178,100
0093,2024-01-01,04:51,Catiapoã,Guarujá,SP,-23.912927,-46.285487,granizo,leve,137.3,11.19,94.9,18.6,72,198.6,3165,140,889,emergência,2.49,Polícia Militar,concluído,Fugiat voluptas amet neque at asperiores at nostrum cupiditate sed.,407120.07,54,160,164
0094,2025-07-20,21:44,Gonzaguinha,São Vicente,SP,-23.851493,-46.342614,chuva forte,forte,2.6,7.57,0.9,18.7,75,17.9,923,56,11,baixo,15.7,Polícia Militar,concluído,Inventore minus maiores alias nulla nemo expedita dicta ipsum quaerat earum quisquam asperiores.,40286.92,130,165,157
0095,2025-07-21,08:38,Boqueirão,Santos,SP,-23.858432,-46.346891,inundação,severa,122.4,11.52,2.1,25.9,100,67.5,2119,106,756,emergência,2.24,Prefeitura,concluído,Blanditiis nihil in a odio nobis repellendus magni id accusamus soluta dolor sint alias nihil.,188865.29,180,90,19
0096,2022-12-04,01:56,Aparecida,São Vicente,SP,-23.941821,-46.276632,granizo,leve,97.2,6.01,55.2,36,51,116.4,2701,137,81,baixo,9.7,Polícia Militar,concluído,Eum iure nemo quis nam necessitatibus possimus aspernatur odio officiis a hic quae suscipit numquam.,417636.06,31,42,171
0097,2023-03-14,00:40,Japuí,Santos,SP,-23.946974,-46.302859,inundação,forte,125.5,9.26,88.3,36.3,98,44.7,1240,134,653,baixo,5.03,Prefeitura,em andamento,Ullam magni voluptates accusantium minus rerum error nemo tempora consequatur corrupti quod commodi molestiae.,13704.89,38,121,21
0098,2023-04-15,23:32,Itararé,São Vicente,SP,-23.92441,-46.339927,granizo,forte,44.6,10.27,72.7,19.2,51,121.3,3842,87,962,baixo,21.26,Polícia Militar,concluído,Quasi esse ipsa quam cupiditate doloremque repellat ipsa doloremque non pariatur numquam maiores in tempora.,33341.47,114,101,162
0099,2023-03-28,15:10,Vila Margarida,Praia Grande,SP,-23.928837,-46.321678,chuva forte,moderada,66.7,5.4,71.3,30.1,41,109.6,4530,39,25,emergência,23.4,Polícia Militar,concluído,Accusamus minima amet quisquam magnam ullam magnam vitae.,136952.12,161,146,50
0100,2023-04-07,14:48,Parque Bitaru,Praia Grande,SP,-23.889555,-46.327604,maré alta,severa,173.9,4.41,109.9,36.8,85,181.1,1359,14,928,alto,5.15,Prefeitura,em andamento,Modi deserunt asperiores distinctio id dicta reprehenderit quasi voluptates eos iure facilis dolorum debitis id.,119802.56,75,85,128
0101,2025-06-14,16:37,Itararé,São Vicente,SP,-23.89388,-46.347336,inundação,leve,138.3,8,77.1,16.1,44,124.1,1491,82,357,alto,17.73,Corpo de Bombeiros,pendente,Corrupti officiis quibusdam tenetur vitae voluptatibus quidem nobis itaque aperiam dolorem possimus.,245384.34,193,127,169
0102,2024-04-02,03:12,Vila Margarida,São Vicente,SP,-23.873022,-46.328637,inundação,moderada,62.1,8.79,35.7,33.6,46,213.3,2966,115,776,emergência,1.11,Corpo de Bombeiros,pendente,Quis ipsa cupiditate perspiciatis vel provident similique minima.,214212.05,116,95,62
0103,2025-08-27,03:56,Boqueirão,Guarujá,SP,-23.915155,-46.289049,maré alta,leve,173.9,8.99,74.8,19,63,202.8,790,127,903,baixo,19.57,Polícia Militar,concluído,Porro autem laborum sunt repellat ducimus reiciendis iure.,430156.66,78,173,134
0104,2024-06-17,02:26,Aparecida,São Vicente,SP,-23.901349,-46.330931,chuva forte,forte,190.2,10.97,79.9,35.1,55,2.4,2904,78,603,moderado,16.03,Corpo de Bombeiros,concluído,Omnis aperiam similique magni iure pariatur occaecati occaecati quidem fugiat vero architecto ipsam.,221473.9,189,6,186
0105,2023-06-05,18:47,Boqueirão,Praia Grande,SP,-23.889118,-46.290778,chuva forte,forte,44.9,0.83,78.5,33.6,80,94.7,1695,106,383,alto,13.03,Corpo de Bombeiros,concluído,Sed porro accusamus repellendus est porro architecto velit reprehenderit animi asperiores nesciunt quisquam odio.,166463.1,198,31,68
0106,2024-11-16,06:21,Aparecida,Mongaguá,SP,-23.909927,-46.331799,granizo,leve,38.2,8.42,13.1,37.8,52,14.8,650,159,606,baixo,15,Corpo de Bombeiros,concluído,Explicabo tenetur id nobis aperiam modi libero vel nesciunt repudiandae repellendus occaecati aperiam possimus odio.,458957.1,48,74,153
0107,2024-01-17,08:13,Aparecida,Mongaguá,SP,-23.870775,-46.347272,alagamento,moderada,106,6.58,88.4,21.7,83,103.8,1973,26,516,emergência,0.17,Prefeitura,concluído,Aliquid rem officiis quos iure est tempora alias aspernatur veniam unde delectus a.,223543.59,196,159,175
0108,2023-02-18,08:35,Parque Bitaru,Praia Grande,SP,-23.904942,-46.29714,chuva forte,leve,146.3,0.55,1.6,33.8,99,90.5,4223,86,37,moderado,2.41,Corpo de Bombeiros,pendente,Exercitationem dolore eius consequuntur totam facere soluta minima sit minima aliquam cum commodi earum architecto dicta.,205733.17,115,122,196
0109,2024-10-27,18:29,Parque Bitaru,São Vicente,SP,-23.924615,-46.290582,granizo,forte,160,9.37,1.4,18.4,94,141.9,3292,165,606,emergência,1.52,Defesa Civil,em andamento,Inventore inventore nemo id reprehenderit consequatur maiores nesciunt quia veritatis quibusdam veniam exercitationem.,453868.99,107,70,17
0110,2025-10-29,13:25,Boqueirão,Santos,SP,-23.86075,-46.298485,granizo,forte,184,11.38,70.7,29.9,81,130.2,4724,165,721,baixo,22.84,Corpo de Bombeiros,pendente,Aspernatur soluta nulla cum aliquid ab laborum quo omnis dignissimos adipisci temporibus.,295313.09,163,156,1
0111,2024-01-23,02:54,Boqueirão,Praia Grande,SP,-23.926355,-46.295645,vento intenso,severa,3.6,2.4,53.2,24,94,111.2,3079,5,273,baixo,18.06,Prefeitura,pendente,Accusantium nemo cum occaecati sit assumenda vel nesciunt occaecati cum voluptatem rem.,108845.62,96,177,19
0112,2025-05-06,14:53,Centro,Guarujá,SP,-23.871764,-46.308964,chuva forte,severa,161.9,8.11,106.4,21.1,41,3.7,317,162,299,alto,17.42,Defesa Civil,pendente,Ipsum fuga expedita commodi fugit quasi non velit id.,368033.99,54,171,103
0113,2025-01-04,21:55,Itararé,Guarujá,SP,-23.851225,-46.300695,inundação,forte,161.7,5.21,84.8,16.5,82,139.9,279,141,277,moderado,15.48,Corpo de Bombeiros,concluído,Tempore explicabo delectus quidem veritatis incidunt autem officia ullam exercitationem aspernatur aperiam eveniet suscipit.,408486.23,12,121,97
0114,2024-11-30,05:53,Parque Bitaru,Santos,SP,-23.910672,-46.250743,chuva forte,leve,49.7,10.6,89.7,37.4,58,206.8,2527,181,628,moderado,11.41,Polícia Militar,concluído,Deleniti aliquid odio veritatis dolore dolorem a nemo aut vel facere dolorum eligendi voluptate ipsa.,235607.56,109,58,80
0115,2023-12-16,11:58,Embaré,Praia Grande,SP,-23.858783,-46.298271,alagamento,leve,168.8,2.12,50.8,22.4,100,210.4,4484,133,651,baixo,18.66,Prefeitura,pendente,Voluptatem autem aut deleniti error aut placeat provident sint temporibus non eius adipisci.,478008.87,102,193,134
0116,2024-03-06,12:13,Boqueirão,Santos,SP,-23.90872,-46.337261,chuva forte,severa,33.7,2.35,30.6,22.8,92,2.2,4365,52,622,moderado,4.3,Corpo de Bombeiros,pendente,Hic illo sed sint quisquam expedita labore expedita dignissimos quasi iste optio rem blanditiis debitis.,264428.79,111,25,84
0117,2022-12-17,05:58,Aparecida,Guarujá,SP,-23.850887,-46.279357,maré alta,forte,74.1,8.92,99.7,34.6,58,238.1,522,11,509,alto,6.92,Corpo de Bombeiros,concluído,Facere expedita id incidunt illum placeat excepturi a nulla libero molestiae sint.,485987.14,137,155,171
0118,2025-02-05,01:56,Itararé,Mongaguá,SP,-23.914629,-46.300258,granizo,moderada,187.4,8.27,114.2,28.1,64,89.4,4205,41,237,moderado,5.85,Prefeitura,concluído,Alias rerum doloribus dignissimos autem praesentium cupiditate reprehenderit.,230899.85,151,161,183
0119,2023-05-31,11:52,Aparecida,Praia Grande,SP,-23.886882,-46.255547,granizo,severa,54.3,6.46,4.6,16.1,77,246.8,2987,186,602,emergência,22.41,Defesa Civil,pendente,Quo id exercitationem eos eos animi deleniti impedit voluptates at doloribus beatae quidem cupiditate.,119850.95,159,1,147
0120,2024-09-15,16:28,Centro,Mongaguá,SP,-23.92272,-46.295853,chuva forte,forte,117.8,7.32,51.9,36,41,233.6,294,97,43,alto,7.84,Polícia Militar,concluído,Illo deserunt hic dolorum error commodi eos facere aliquid inventore hic laudantium.,416474.91,131,193,145
0121,2025-06-21,23:19,Catiapoã,Guarujá,SP,-23.917467,-46.333282,vento intenso,leve,185.6,5.69,25.6,16.5,46,53.3,3635,63,350,baixo,18.54,Defesa Civil,em andamento,Illum quo ad dignissimos praesentium soluta nisi ipsa.,469563.08,190,194,42
0122,2024-07-11,19:43,Vila Margarida,Mongaguá,SP,-23.928801,-46.309782,maré alta,leve,181.9,9.24,6.5,22.3,52,186.3,2666,105,90,alto,15.22,Polícia Militar,pendente,Placeat blanditiis perferendis perspiciatis eveniet ratione animi repellat id totam sit commodi.,349886.29,55,44,50
0123,2023-11-27,13:59,Catiapoã,Praia Grande,SP,-23.919593,-46.268033,vento intenso,severa,88.7,3.74,2.8,27.4,81,94.3,3811,5,165,baixo,11.65,Corpo de Bombeiros,concluído,Dolorum fuga esse veritatis veniam quibusdam cum voluptates.,460090.01,175,49,130
0124,2023-11-28,02:53,Gonzaguinha,Mongaguá,SP,-23.868797,-46.31184,inundação,forte,176,1.31,114.9,30.6,43,238.4,1029,0,309,emergência,16.64,Prefeitura,concluído,Nemo reiciendis enim id laboriosam odit veniam minus quidem dolorem enim numquam tempore rerum aspernatur.,172758.07,81,16,52
0125,2025-04-26,19:50,Gonzaguinha,Guarujá,SP,-23.894756,-46.312945,granizo,leve,196.4,3.24,7.5,33.6,58,12.6,2585,45,907,emergência,16.33,Defesa Civil,em andamento,Sapiente voluptas sapiente similique corporis modi ipsa.,92604.77,28,82,98
0126,2023-03-30,11:55,Itararé,Guarujá,SP,-23.932987,-46.308213,granizo,leve,82.9,4.24,8.2,23.5,51,100.1,3862,114,747,emergência,16.35,Corpo de Bombeiros,pendente,Blanditiis veritatis quas saepe vel hic tenetur quis dolores.,493754.16,186,100,141
0127,2024-10-16,13:28,Catiapoã,Santos,SP,-23.868798,-46.261072,inundação,severa,96.6,0.91,63.1,32.5,74,38.8,3195,152,589,emergência,23.36,Corpo de Bombeiros,pendente,Quia cum quas molestiae laudantium sapiente maxime at rerum enim saepe quibusdam ducimus est.,20988.27,115,26,188
0128,2023-07-07,05:48,Gonzaguinha,Guarujá,SP,-23.943474,-46.310977,granizo,moderada,191.8,6.35,44,27.2,78,82.9,4191,89,899,alto,10.03,Corpo de Bombeiros,pendente,Magni fugit molestiae occaecati sit blanditiis modi ad fugit commodi laboriosam atque debitis est at quos.,192745.86,8,153,86
0129,2024-12-07,07:06,Centro,Santos,SP,-23.888125,-46.261636,chuva forte,severa,86.7,11.89,32.8,24.3,53,184.5,4049,169,491,emergência,1.03,Corpo de Bombeiros,concluído,Quasi numquam minima distinctio dolorum commodi saepe numquam culpa saepe tempora voluptas illo possimus amet.,287512.76,146,13,36
0130,2022-12-11,14:55,Embaré,Mongaguá,SP,-23.949133,-46.271822,inundação,forte,110.5,9.11,3.8,17.2,96,72.1,1112,177,727,alto,18.56,Polícia Militar,concluído,Commodi beatae totam earum fuga libero molestiae consectetur temporibus voluptates nesciunt nobis praesentium reprehenderit eligendi.,416828.9,30,4,59
0131,2025-10-19,03:08,Parque Bitaru,Mongaguá,SP,-23.903304,-46.331056,granizo,moderada,38.3,5.14,92.7,19.2,70,114.8,359,33,62,alto,11.94,Defesa Civil,pendente,Nisi mollitia dolores adipisci recusandae sequi dignissimos debitis odit.,176570.04,52,56,19
0132,2024-02-01,03:03,Vila Margarida,Mongaguá,SP,-23.926117,-46.328773,inundação,severa,171.8,8.55,102.5,29.6,78,16.7,711,182,525,emergência,20.31,Prefeitura,em andamento,Ipsam reiciendis atque quae at earum quisquam suscipit amet sequi est.,277844.77,69,145,42
0133,2025-07-21,10:47,Japuí,São Vicente,SP,-23.869832,-46.332194,inundação,leve,85.8,6.45,87.1,30.5,43,227.8,1783,69,903,moderado,20.52,Polícia Militar,em andamento,Veniam facilis ad omnis eius illo libero deleniti fugiat illo veritatis id cumque dolores quisquam.,252292.52,191,150,186
0134,2023-11-21,08:01,Centro,Santos,SP,-23.852124,-46.297856,vento intenso,moderada,14.4,8.54,44.4,30.1,51,91.2,4946,153,360,baixo,7.62,Prefeitura,em andamento,Velit quidem voluptate quos vitae libero quia.,147033.31,5,146,81
0135,2025-10-15,19:05,Boqueirão,Praia Grande,SP,-23.866167,-46.338889,inundação,severa,116.7,4.79,27.4,26.9,68,158.1,1993,103,316,baixo,3.39,Corpo de Bombeiros,pendente,Placeat deleniti officia iste vel quaerat laboriosam blanditiis.,327532.43,124,146,168
0136,2023-04-01,21:42,Centro,Mongaguá,SP,-23.863009,-46.296113,chuva forte,severa,98.8,8.14,62.8,33.6,69,89.2,4354,122,753,emergência,8.85,Polícia Militar,em andamento,Vero numquam eius explicabo laboriosam molestias provident soluta est commodi sapiente ipsam nostrum est quas quo.,242408.05,71,83,134
0137,2024-07-02,15:41,Centro,Praia Grande,SP,-23.8572,-46.338012,vento intenso,forte,138.5,7.77,75.4,19.3,100,150.4,2467,126,244,emergência,6,Defesa Civil,em andamento,Laudantium harum assumenda pariatur aperiam natus velit consequuntur a impedit dolorum sed ex ipsa.,192277.98,81,161,179
0138,2024-08-18,23:36,Aparecida,Praia Grande,SP,-23.894818,-46.26361,inundação,severa,177,3.77,34.7,21.7,80,245.4,2721,151,586,emergência,0.48,Polícia Militar,em andamento,Nesciunt error iusto quibusdam expedita ut repudiandae aut quis fuga asperiores ipsa architecto accusamus.,157525.25,78,55,110
0139,2023-11-17,05:50,Itararé,Santos,SP,-23.940818,-46.28774,maré alta,severa,160,11.21,5.2,19.4,91,236.3,911,12,688,baixo,3.42,Defesa Civil,pendente,Consequuntur esse qui dolorum distinctio quod doloribus deserunt.,404383.38,37,38,75
0140,2025-06-08,08:10,Aparecida,São Vicente,SP,-23.915269,-46.286862,alagamento,forte,72.7,12,63.5,19.3,57,217.1,1484,139,650,baixo,13.48,Prefeitura,pendente,Id hic impedit rerum necessitatibus dolore eveniet natus vel soluta nisi vero a dolores cumque.,372780.35,179,166,70
0141,2024-09-29,13:19,Catiapoã,São Vicente,SP,-23.911743,-46.344337,inundação,forte,126,2.37,26.7,26.1,63,216.9,2393,3,694,moderado,22.3,Defesa Civil,em andamento,Distinctio doloremque labore iure ipsum accusantium dicta voluptatum debitis sit.,486205.2,120,60,37
0142,2024-08-08,04:12,Vila Margarida,São Vicente,SP,-23.91711,-46.349737,alagamento,leve,5.2,8.9,66.7,23.1,72,54.1,536,20,67,moderado,17.45,Prefeitura,concluído,Architecto aliquid nostrum fugiat in expedita dolore.,474612.43,20,149,61
0143,2025-06-12,09:30,Centro,Mongaguá,SP,-23.86818,-46.317895,granizo,forte,175.5,9.34,93.2,26.3,71,93.4,1334,190,695,baixo,23.59,Defesa Civil,pendente,Inventore dolorum sunt quia rem veniam architecto nemo voluptates id neque dolore.,316389.39,102,185,72
0144,2025-01-24,01:29,Itararé,Guarujá,SP,-23.938163,-46.300988,maré alta,leve,156.9,5.9,32.2,32.2,57,117.4,219,114,478,alto,22.4,Prefeitura,em andamento,Quos distinctio quos asperiores alias dolorem architecto aperiam cupiditate.,262174.65,77,10,138
0145,2025-02-24,17:53,Catiapoã,Santos,SP,-23.919805,-46.253211,alagamento,leve,6,0.25,70,15.1,82,192.5,198,99,530,alto,1.77,Polícia Militar,em andamento,Necessitatibus hic accusamus rerum eius temporibus ipsa exercitationem atque adipisci delectus praesentium.,343311.09,76,81,13
0146,2025-01-21,08:47,Parque Bitaru,São Vicente,SP,-23.870382,-46.322029,vento intenso,moderada,6.4,8.07,101.7,24.7,74,41.5,1014,53,269,baixo,19.52,Corpo de Bombeiros,concluído,Accusamus dolorem excepturi quis cum consectetur accusamus facilis dolore repellat repellat.,390066.5,197,118,161
0147,2024-06-17,20:37,Gonzaguinha,Santos,SP,-23.870599,-46.278006,maré alta,forte,137.7,7.4,28,37.4,88,161.5,411,31,302,alto,8.49,Corpo de Bombeiros,pendente,Nam voluptas praesentium temporibus atque perferendis fugit vel ullam placeat placeat modi facilis atque perspiciatis perspiciatis.,416355.91,27,39,23
0148,2023-08-07,20:46,Catiapoã,Praia Grande,SP,-23.896742,-46.346314,granizo,leve,31.4,2.08,28.5,33.8,50,8.5,2304,53,172,baixo,8.93,Defesa Civil,em andamento,Inventore aliquam culpa error officiis minima repudiandae tempore accusamus minima dignissimos amet.,499862.79,33,52,189
0149,2023-10-18,18:53,Itararé,Mongaguá,SP,-23.92838,-46.325577,granizo,forte,16.6,2.98,55.4,26.3,64,77.3,1148,137,564,baixo,16,Prefeitura,em andamento,Similique ullam provident sapiente officiis ipsum vitae.,404488.56,105,73,46
0150,2025-09-29,01:05,Parque Bitaru,Guarujá,SP,-23.851106,-46.250608,vento intenso,moderada,73.5,10.25,85,31.3,90,130.8,2084,185,506,alto,9.5,Prefeitura,em andamento,Assumenda unde tenetur debitis excepturi et maiores autem harum a quibusdam.,38810.38,69,51,10
0151,2023-07-27,01:40,Embaré,São Vicente,SP,-23.942344,-46.298448,maré alta,severa,191.6,2.1,85.1,21,52,75.9,1376,192,347,emergência,14.1,Prefeitura,concluído,Debitis cupiditate reprehenderit consectetur ab magni vitae quae nulla similique et praesentium.,492734.64,44,21,90
0152,2025-04-06,04:43,Japuí,Guarujá,SP,-23.889016,-46.257466,alagamento,forte,35.3,8.82,11,34.6,42,150,738,20,68,emergência,8.23,Prefeitura,pendente,Ratione enim ad rerum consequuntur rerum maiores quae rem itaque enim dignissimos possimus ea.,178709.88,168,9,67
0153,2025-09-21,03:19,Catiapoã,Praia Grande,SP,-23.946153,-46.281045,granizo,leve,126.6,1.54,14.6,16.2,70,216.6,3095,137,28,moderado,0.9,Polícia Militar,concluído,Voluptatem reprehenderit perferendis debitis excepturi sunt doloribus aperiam a.,457643.06,42,111,82
0154,2024-03-11,12:19,Gonzaguinha,Santos,SP,-23.862751,-46.346971,granizo,severa,96.7,5.59,90,26.4,81,28.9,3901,139,471,alto,6.74,Corpo de Bombeiros,em andamento,Sequi deserunt voluptatem eius corporis impedit alias omnis magnam maiores eius doloribus consequatur.,272106.2,147,109,144
0155,2024-02-16,18:53,Parque Bitaru,Praia Grande,SP,-23.898037,-46.250425,chuva forte,forte,132.1,11.78,71.6,20,84,107.5,3524,125,268,baixo,4.85,Defesa Civil,em andamento,Accusamus nam atque veniam dolorem perspiciatis distinctio vero ullam.,397250.76,113,11,191
0156,2025-03-24,01:21,Parque Bitaru,São Vicente,SP,-23.888247,-46.349304,granizo,leve,5.6,5.62,1,32.2,86,160.6,380,71,507,baixo,10.45,Prefeitura,pendente,Rerum ratione recusandae magnam soluta alias officiis quae incidunt doloremque a error.,197886.95,6,21,7
0157,2023-10-11,01:30,Centro,Guarujá,SP,-23.900258,-46.285001,inundação,moderada,126.9,8.84,89.7,28.2,94,139.3,177,121,830,emergência,13.36,Prefeitura,em andamento,Tenetur provident itaque quisquam enim cum odio recusandae magni consectetur aliquid quia quos repudiandae enim aperiam.,486979.17,157,200,150
0158,2023-09-28,03:12,Parque Bitaru,Santos,SP,-23.930301,-46.311034,maré alta,forte,17.1,10.36,106.5,33.1,65,216,1137,7,264,emergência,23.88,Prefeitura,em andamento,Itaque possimus vitae dolorum sit similique placeat ad dolorum culpa id debitis delectus quas unde dicta.,220882.28,175,125,133
0159,2024-05-15,17:19,Aparecida,Mongaguá,SP,-23.941641,-46.301405,chuva forte,severa,14.7,1.52,51.6,18.7,64,199.8,1751,49,771,alto,16.72,Corpo de Bombeiros,em andamento,Consequatur temporibus fuga illum explicabo beatae ipsa molestiae labore repudiandae qui.,61504.08,16,75,156
0160,2025-01-25,23:54,Boqueirão,Mongaguá,SP,-23.94356,-46.275762,chuva forte,leve,77.2,1.98,82.2,29.5,87,81.1,4522,197,84,baixo,1.39,Prefeitura,concluído,Quia nam vero ratione ipsum laudantium est beatae ipsa laborum sequi deleniti ad distinctio vitae corporis.,351285.37,121,70,85
0161,2023-07-12,10:56,Embaré,Santos,SP,-23.864581,-46.265582,granizo,severa,109.6,7.67,68.1,33.4,82,127.7,3191,173,20,alto,21.47,Polícia Militar,pendente,Nihil non labore ullam atque exercitationem ipsam tempore.,137141.26,91,63,16
0162,2023-08-22,22:20,Parque Bitaru,Praia Grande,SP,-23.932481,-46.267786,maré alta,forte,16.7,6.28,114.8,34.7,55,94.6,129,5,465,baixo,9.02,Corpo de Bombeiros,concluído,Numquam nulla qui facere alias provident deserunt error rem repudiandae maiores veniam quibusdam tempore dolorum.,444661.4,76,188,112
0163,2023-10-25,02:08,Gonzaguinha,Santos,SP,-23.938063,-46.27779,chuva forte,forte,89.6,10.37,52.1,18.1,55,187.3,2609,96,983,emergência,7.29,Defesa Civil,em andamento,Incidunt veritatis praesentium necessitatibus maxime possimus a temporibus.,294305.95,109,144,60
0164,2024-11-26,06:28,Catiapoã,Praia Grande,SP,-23.903561,-46.308173,inundação,forte,124.4,1.38,24.4,16.8,48,57.8,4434,11,980,alto,9.2,Polícia Militar,concluído,Error repellat omnis nostrum dolore quia quos repudiandae laudantium unde fuga aperiam ipsa maxime.,480553.39,129,28,183
